X,Y
6.021309864,431.2837357
2.285179366,67.33277619
9.807607639,1081.530889
8.862794066,862.3113186
7.151730083,558.6063258
2.718687817,144.4956274
0.703002323,27.09301831
0.789703109,28.57928624
0.03331516,45.42502454
8.666085711,859.0755824
3.979463679,178.342365
5.75579152,356.8383455
0.038046214,50.70103101
5.85686683,395.0194558
3.538415196,163.3817241
9.140268371,944.4304625
6.78936427,501.1241333
7.409196558,643.8398643
4.505497674,237.4980626
0.99707812,61.42349389
3.072110831,131.7449079
5.485899932,351.4307346
9.369155935,931.5638674
1.584596077,64.11866152
2.465630004,75.35889819
7.133833948,585.6198233
6.720201861,485.1774839
3.008290685,118.8059515
3.533985226,154.33129
4.477145172,258.269639
8.683865424,826.2035764
9.391513502,976.8117125
5.356754189,317.1014262
2.502399367,110.391943
0.580981046,29.05204624
5.243656172,355.332314
6.67244452,526.1244304
1.338320634,65.69886185
6.524135932,488.1465699
1.323772163,40.58271287
4.721810533,291.6972715
7.010376754,535.8805703
3.753523472,186.9341682
1.263520097,70.86367289
3.190622876,135.0597443
9.886801023,1077.64571
0.877079448,19.55300533
4.188615544,250.6080558
3.108280309,155.8502594
8.900341389,839.356412
0.863321307,57.02152277
2.57992928,120.8062663
1.625808965,58.75978242
4.345264643,247.227967
1.372436449,45.1996288
5.032055762,280.6774989
6.842996521,543.7981912
5.487060873,358.6206532
9.445973976,960.8997791
0.871074642,15.05119998
6.286317862,485.6703053
0.650658398,12.94554488
5.97671926,423.3398679
8.718411801,818.5004095
0.177499786,25.64916715
3.250145113,167.5167457
8.954220389,889.2655383
6.165535056,411.1235176
2.158169302,82.83455747
8.827261183,842.7250068
9.285107161,927.9832547
8.455823433,802.3703627
4.33059232,259.5250112
9.495952021,1013.340863
5.618485495,355.0793872
2.533467532,91.66495816
8.936314371,884.00292
5.851236249,419.138832
5.688543553,356.5907909
8.196626231,746.1110349
3.556541266,197.4876227
2.080360433,85.91072884
0.791591386,69.05368384
7.614690449,635.5522857
7.475670015,629.5015604
7.645693676,643.9674575
9.492401843,1007.164209
1.759041127,75.0460064
3.943760341,182.307081
0.444132432,17.5127836
3.582725654,150.8647161
0.892136437,62.32313909
4.875826374,276.2738511
3.514648862,195.0927393
1.16700319,22.73018029
5.017604588,315.1862429
3.667867862,150.8587917
7.360807588,630.5047046
1.158061584,37.99756425
6.909806854,527.854373
2.345214824,81.74958613
5.929377101,433.3636728
7.297716551,578.4851218
2.234403012,105.0061624
7.048456687,574.7878186
4.202168539,249.0244876
5.387264379,365.2070645
4.515195755,228.0375145
1.818062709,73.00571041
2.916622813,104.1013256
4.812285678,289.3754236
8.660429033,829.1688879
2.466945323,84.72564513
1.479198727,58.30008806
5.344954324,339.539758
3.186617469,117.0594518
3.463005707,155.0440094
3.934239188,200.7450826
9.520940474,1009.587644
3.987887141,221.8569402
5.833528471,398.3300227
8.363259149,806.5227286
5.742235706,398.1596874
8.910913607,848.9531115
8.883881863,881.4121115
4.250953791,218.6777139
9.754679756,1018.218254
2.181856449,63.02636179
6.713775031,502.2428066
4.502964401,232.883725
0.761206208,19.07292651
6.580503772,468.5276257
6.653366598,499.9159189
8.742891883,835.7131375
6.592456266,523.8615665
6.165958136,471.9975376
0.827288482,44.41852217
7.502902433,660.6124001
2.663276743,115.6958296
8.914068037,897.3417158
1.618270821,44.00036167
4.679594316,263.7126462
2.454721342,102.273729
3.595244177,170.7756039
8.10602711,734.1505891
1.269691176,84.91600409
5.793255608,389.5766424
9.571036598,1010.482225
5.698861815,399.7883516
6.283196742,450.5097071
3.788068476,223.5343972
3.707908085,196.9694096
6.610556441,527.6424107
1.846875307,47.85545147
6.55946575,478.2633799
5.91681632,429.1643847
6.419578624,488.9819767
8.848311492,865.2434206
0.080621187,33.11275984
3.645766236,178.4187278
6.892146494,568.6590853
5.042170393,288.3932018
2.198857542,64.55066849
3.907460016,215.3460626
6.906310284,541.9440042
8.204587336,720.9789461
9.572644125,999.3193862
0.927093425,24.02556016
5.542835994,348.7091629
9.697440857,1034.156996
4.218734587,256.948647
9.806233331,1053.43437
0.298782377,31.39467577
3.514223397,140.3186707
9.163603661,892.4758359
2.316877816,97.17208482
4.499340373,283.9507123
5.513307179,391.893514
6.795150307,550.8998673
7.228230351,605.375888
5.059380145,323.6691979
3.95079151,229.0602985
2.742217968,128.3792802
3.068534435,151.3956042
6.6593843,486.3768854
8.611697378,815.2001806
1.0429934,67.36674546
8.221029218,753.1539878
8.903386679,898.4783527
1.966879586,100.6945564
0.767378389,73.82907994
8.008533746,742.0056681
2.520369786,131.7476818
3.759014045,198.7243112
3.53596834,141.8604578
5.262463014,337.69074
0.787546011,53.98065713
3.425734643,134.3693277
1.73561011,68.98048279
4.238231457,208.4812256
4.38672649,273.2603198
1.26896463,46.35294891
4.80246144,254.5623107
0.069666944,56.58861999
8.853247082,894.6835806
2.681670584,88.59006404
8.63833377,817.879951
3.094581787,143.5178037
2.649440873,133.4397825
6.829261651,551.3423949
3.138562732,146.4378333
1.597886182,54.01892434
4.456115728,239.627008
3.879915527,197.1932435
0.740560861,57.7718694
2.735214541,144.223441
4.561840272,233.1583225
5.648981712,384.5917788
9.719279519,1047.512644
1.084529953,70.08377344
0.359295953,44.05695213
3.431994456,181.6777947
3.74603268,173.9468019
9.055367621,896.6727989
9.031689037,875.1878662
3.805412475,175.7521616
0.805226835,63.41295936
6.815015828,515.6126547
8.456418319,759.0955785
3.530936478,175.0666685
1.491132562,84.912777
5.662271478,363.7956137
4.106988455,202.5119642
5.798355643,367.8730091
5.120171971,292.6758765
9.838097483,1055.126008
7.641607227,658.3419664
2.096879128,52.97495597
8.619985756,810.5703016
1.653797129,53.79247917
7.459931278,592.4880489
3.715042366,163.7512165
9.665804407,986.5639827
8.61629823,788.1885128
2.926432152,162.0602738
6.544575111,523.3696169
6.321561202,429.6560355
2.844520384,142.0764808
3.20803953,159.1500841
0.926836607,52.86258768
9.946144822,1054.033153
9.92364648,1075.451242
0.426103087,28.55821262
3.999579839,182.0091485
5.961256634,411.9261402
1.52035466,65.2943353
1.922175584,82.96309465
5.963346616,433.7117708
4.746265148,254.5067822
5.679850845,361.7181601
0.574527836,5.965296725
7.904806372,722.0788715
2.826506391,118.0093604
7.718943,675.7801531
2.559659937,78.7139704
2.430532649,123.5087136
6.628436366,501.2114498
6.995057174,550.4608147
9.466151157,1005.329268
3.197175558,127.342514
5.397518222,366.3753188
0.472070633,55.17892484
0.191185937,18.86149827
3.041020727,144.8394002
9.470439122,1009.834427
7.553652876,648.8208769
0.44490686,37.16581271
2.225023671,109.8047677
2.276580227,70.22384833
8.055425317,697.766048
4.990746197,327.0084927
9.732373135,1018.367747
7.770130974,659.7557679
6.481259334,453.0816771
1.938871037,64.27293603
6.65388326,471.8120715
6.905901759,550.0413105
1.728994313,83.99801494
8.702347952,822.4585174
5.068971456,285.0029073
8.431967465,777.644366
5.047200823,312.2099345
5.545046845,351.9785862
1.260768796,49.54879832
9.723687732,1055.79971
8.586494891,821.8296919
4.871429091,262.2361026
0.581649972,71.19224191
2.975170475,105.2682446
6.63940823,478.5677057
1.401654549,59.72364575
4.017345082,202.3687546
8.126039626,723.3945156
3.339375225,132.7436315
8.322173779,786.0031632
0.898029043,41.47827691
8.033216782,685.0221864
5.868605999,403.2114504
6.164092552,436.2167516
9.103896067,897.8560925
1.261364401,54.15998558
9.520374219,959.4496291
8.612989978,838.7743427
6.5638143,475.6112024
0.757276837,60.9427864
9.556108592,969.5185115
0.271535793,36.63729775
8.400352969,751.5580672
0.586521758,25.7209473
1.389162351,29.11714014
2.405504613,105.6627083
1.085016756,34.69177346
8.960801592,862.1114001
1.644004054,58.97055879
7.813573551,667.5714214
5.558214561,356.7604373
4.257368254,250.8883776
5.615951445,367.5186195
7.430854944,624.381411
0.589545702,11.46537817
5.1872635,304.9313738
1.797703532,97.05763843
5.159443734,288.7002388
5.4342964,353.6386335
0.981361237,55.94570089
8.636011393,793.2952146
2.404522468,102.8711309
8.212689604,762.7557225
7.323488248,613.4447032
7.319291776,614.379718
2.060404707,63.32003948
0.248740432,43.34904041
3.260876586,160.6684272
7.335679877,615.6255611
1.77866499,38.41386882
4.99483804,315.9091164
3.318549338,187.8394778
2.043133086,53.34610694
5.456614551,360.2874242
5.226281117,345.3876969
8.741526644,863.5142521
4.009890753,218.6603525
2.634100023,86.24246791
5.534535036,338.6032578
8.529519009,829.4579164
1.093421428,82.77018957
8.286073001,773.4742445
0.275028651,25.42832569
2.516044321,88.58895651
8.996947752,888.1068998
2.026391404,55.63742784
6.943164824,576.1686936
5.554536723,351.1143217
3.366959004,142.4237055
5.811584842,366.4835926
5.553280239,359.7707676
3.673252827,195.2455843
0.434800727,57.80093941
8.984127282,907.2953645
1.009828752,29.23156379
6.70047805,545.4824332
7.253250176,562.1077716
8.234436123,740.0737446
5.191506157,334.2190071
5.730566328,374.0447117
0.320601316,23.76680087
5.561429655,389.396869
1.848491903,91.83534869
4.079404111,188.6726956
7.095862058,556.318521
6.734758318,497.1788825
9.919568434,1064.645369
9.763742989,1007.620712
5.159790786,292.9876804
5.645906737,387.6243306
2.056818704,73.70529249
1.34591238,74.62693642
9.091256429,909.5964013
9.853213709,1046.37749
2.41548803,131.8779779
8.002204185,686.1446443
3.07153429,127.4045407
6.299431456,471.6350918
7.191827982,611.7880993
2.450053385,74.90115849
2.348838252,81.23571354
7.018930527,586.0992133
4.729869391,252.4698921
3.709376562,182.9250042
3.74104693,194.170129
4.382816786,214.7137901
7.975985641,708.8648165
4.989452347,328.4955641
9.816456856,1041.02335
4.485881682,238.9912442
1.054159896,69.1241803
8.632935868,815.290879
3.540503873,168.8294895
2.678409896,97.68427448
6.321750075,476.1172605
4.332807662,233.2546394
4.413205814,232.9102856
9.597359749,1033.59553
7.432883997,622.7716917
2.340527076,99.4513457
4.188587201,195.3091977
0.647078133,42.66666489
3.355419077,126.7364731
4.592553904,259.4334484
0.926747551,71.19998163
3.269847461,146.1437038
1.179625977,73.74291643
6.941622105,528.8661416
9.856031708,1086.94438
3.564653105,204.5123257
6.982598167,529.5587905
4.764728374,256.3668786
4.084846961,207.8597707
1.712951616,87.46293686
8.12135152,713.816904
5.616482237,390.1900983
7.698117192,653.5246021
2.323490003,98.87900154
4.713914865,305.142867
7.570227715,674.4474178
4.764766337,249.4954863
0.399645721,46.99918051
2.557031184,133.8933314
8.007116955,738.3095613
3.939462893,179.0986279
1.962116308,79.80285566
4.384189453,230.4004643
9.45605777,945.2615671
1.862117984,59.2059852
4.725901531,301.8987662
6.863051697,554.1075022
6.433264061,483.6876761
4.76316868,248.3778636
9.110821501,927.7293226
3.61368969,145.9531127
4.558676917,257.0572568
4.292517737,240.4644622
0.990522673,29.80061125
9.132131576,917.4186377
7.903484385,721.1150284
7.433319236,636.1040856
0.087237311,40.73350504
1.16575599,48.19835179
3.062894482,134.866267
3.098654286,128.7653921
4.960404096,320.1487928
5.384029818,372.1547439
9.555475756,994.0355561
7.868039643,668.439464
4.452052655,262.6774145
4.99356436,310.2203741
4.122400352,217.1804517
5.113493416,289.7495622
6.278503509,440.6449707
9.704491353,1002.493077
3.849379765,165.0559906
5.688953831,348.4938193
0.394545391,17.98493548
1.362242271,78.87085001
7.584554092,667.8671853
9.70019983,1028.350705
0.142766444,25.85493673
2.136179195,59.22325434
5.430043234,340.6580412
7.44179501,642.8031053
0.28146302,2.874788258
7.098318368,569.3366313
2.8652113,108.8557993
6.596246276,501.0265013
5.882078923,377.2183568
6.769906314,551.4035392
6.827564427,527.2770848
4.518297552,278.5638919
0.912845245,26.62569759
0.541460796,47.49235647
8.705321317,820.9727496
4.415258048,243.0260843
7.35121711,598.6924467
1.389840344,36.81533397
9.20261197,915.3198739
1.97825119,76.47632454
0.328277566,3.683631006
1.91867199,79.01678405
3.74899021,181.2532265
7.950143486,736.4243468
4.048562436,231.7643949
7.903275289,724.0258531
0.757647593,41.94700114
6.825971241,508.1164674
8.904429112,852.1754453
9.285350198,935.3106077
7.489309048,622.1125654
6.872605957,535.9214827
1.477637825,27.32737861
9.233193121,966.6195999
4.258833735,260.6806468
4.792451608,294.0556673
8.588502306,842.0614712
9.353433722,929.2915395
2.606836326,117.4142166
3.967214335,234.3045159
9.829850207,1079.936261
3.159387881,129.4949563
4.352043065,254.8692189
9.320959378,954.9482739
9.551221971,1020.473582
0.292606437,52.27497116
3.790714798,202.4707628
4.53691358,260.4172519
6.126782841,415.5655769
1.688593465,67.67641916
0.205427954,53.74826138
9.7931789,1041.772624
7.323054625,616.7393484
7.232537371,573.9203453
3.119804141,122.5623605
7.279905605,585.1019182
9.547801609,980.3605849
9.971357328,1111.386512
0.050722307,31.2269585
5.116851928,312.8871109
0.258296686,17.21693229
5.907036388,376.1465472
9.60412383,1030.60617
5.278127756,348.7813178
8.951635088,898.5947887
6.843051295,512.8764011
7.408473154,647.0862237
9.516165641,1018.244615
3.000479207,131.096685
6.30472832,437.8140511
7.46236699,602.1818641
7.199649816,578.8719463
3.871124484,182.790003
8.47831711,808.9584865
3.605267825,182.4929771
1.140167844,68.10988934
9.855602332,1050.857036
5.548190206,391.0990436
0.421196886,24.35668627
1.447432233,50.26165443
2.241475779,111.3379696
3.062265209,126.8946998
6.479925298,478.3851009
8.033926458,686.8981112
8.352869511,770.2107561
5.158809796,344.569606
2.838598475,151.1806006
6.13127512,462.197021
2.36269801,116.5306234
1.447643011,37.02120941
9.56814795,967.181427
5.849853825,382.863876
5.881347092,437.8842955
7.062576745,587.4405987
5.486666205,334.9722707
1.880786135,78.91921784
5.964385088,439.3498124
6.555635555,479.3268965
3.618458943,156.8507023
6.245967478,424.1477445
8.71894169,828.5169814
3.853218365,222.6890139
4.87555127,264.7203796
2.755355625,130.2269166
9.183977254,949.4444192
0.550661037,9.811566532
0.759981552,46.77807917
4.791779238,264.741998
9.275798057,959.581939
9.222403131,911.4950142
4.040608486,202.9708664
9.448659479,950.2686994
7.748995503,668.2558439
1.181247018,43.86743002
4.340288844,222.3693953
0.351378242,52.36344053
1.88075363,92.69161694
6.00791371,403.1307039
1.311255308,67.73488897
7.751035768,668.7381239
9.625700372,1016.464295
2.135636928,83.05049994
3.814154269,217.1340922
3.204625144,119.708713
1.753098458,87.63373413
2.002491166,91.49754555
4.427925842,229.7182451
5.684329549,359.6952406
3.971992486,177.5199707
5.782320854,383.5506902
7.274810341,573.0051998
6.805194741,549.4324859
1.468391913,72.16134595
6.027395654,429.1166708
9.589680629,1002.996166
2.119257255,115.4147298
5.698748557,361.689431
0.981904423,73.78323476
5.314362364,323.1071616
3.317022656,134.3998547
2.854468234,119.1389241
1.807144979,50.11986925
7.972800542,680.6657016
4.647148031,259.5369218
2.292304559,74.50909355
4.600679928,288.9419622
2.996656301,125.9091875
8.258125564,766.3310098
4.921203395,278.8831983
8.088013876,700.5863854
0.291370314,25.85328909
2.603491241,131.4462096
6.241609492,458.6309861
4.340874188,246.3474564
4.833870127,296.9279429
7.686711228,631.4873392
9.811441443,1081.406364
3.638092387,185.1523752
9.035710106,918.7515904
1.581338727,77.30730976
3.038790672,155.0462889
6.980127751,558.0404267
5.19419905,302.9984085
6.715071293,535.5350465
6.318076848,433.9765498
5.686873789,384.6725528
2.001878401,113.6185645
6.470867359,447.7971574
4.659028732,295.8263591
3.871378539,201.2045779
8.254087627,751.4172172
4.02238572,201.7083025
2.483681875,91.80442025
1.475609208,82.09433652
2.221198969,78.48390142
1.096121805,36.63231984
6.515197716,452.8262128
7.165309743,610.035732
4.76913321,311.8224779
2.064468673,60.54043412
9.446527458,995.3456129
2.449979834,95.70454194
3.060702931,168.8674873
2.582172081,142.9467299
8.464300253,766.6011168
7.667906624,631.5287003
8.193647516,743.72232
9.697314861,1057.418229
4.5187359,229.1061913
3.793521128,180.8442911
0.491402311,68.63653055
5.980787935,446.642459
7.265927065,599.7806271
2.155199471,83.59292693
6.1572696,439.5211931
1.862871595,55.75248198
8.268365178,758.9728586
9.413893154,990.0977032
5.875939756,381.5694145
8.337653558,750.9024143
6.137940354,425.0386198
4.324373169,250.4101921
5.277779314,312.2056214
6.893372272,571.3909698
5.141032371,329.308098
7.746615973,652.130715
5.795536432,385.2153708
4.719851435,256.3512472
1.416787064,30.58166326
7.63870196,681.6502791
0.497685997,7.29895133
0.495290928,58.33591729
5.091141659,326.3388894
1.831289558,79.67333962
4.923573073,326.6707303
6.655271244,490.7399727
4.629940009,280.3865161
3.291566318,174.4503924
7.207423913,553.3140017
9.947849373,1046.791152
1.691074997,66.27758726
3.747683639,177.3851843
5.501530094,380.6119498
9.952542728,1075.17554
9.219119577,932.0010306
7.641097148,663.8682235
3.422452506,185.3666687
3.853550293,221.8470395
1.477277559,71.85063674
5.605849697,339.9804388
2.367912818,119.0056666
4.940327069,312.6856276
0.546454867,14.50168069
7.541010195,609.4503343
7.456490065,653.3913154
9.422356498,991.678928
6.939548965,579.5387211
6.639660499,486.5067864
9.315011038,974.5919405
4.572042919,245.7517889
6.274142315,435.9394959
3.174111809,154.9100613
6.46972079,455.8941657
1.297450833,67.35243749
3.802747575,173.6204188
0.735032629,73.08510872
6.952428987,541.2453312
6.844278317,536.2380475
5.753313396,370.0218943
0.742760917,18.89165367
5.918914718,417.0822384
0.525447705,65.7797073
4.343016233,240.8843121
8.146508273,729.9812844
7.967631539,675.5691319
1.46191765,80.81105521
7.423235631,628.2671356
2.426219479,102.1745451
9.796100507,1013.936349
1.48705325,36.52188361
4.973860552,322.2842256
6.593097248,516.9492425
7.536731775,645.1689066
0.375201296,56.38693341
9.036824046,896.740577
5.816868178,428.501022
8.056025481,750.1460563
8.915678348,841.2833955
7.806999716,710.5208044
6.579795093,483.4825244
3.496487392,137.0263997
7.73813383,642.915235
2.277263402,94.31068633
3.35211589,129.6111896
9.570395683,1024.913728
2.434186392,82.13100669
7.645863768,624.3863885
4.29875592,227.3004067
5.079138175,294.5114977
2.652237963,137.813833
0.117244317,46.19618663
2.334099537,116.0406951
4.793123447,262.3916553
4.226416805,236.7125194
2.272797731,79.13751833
1.42720728,33.31614537
0.291159856,14.91537062
5.729382548,397.1108762
8.640002567,831.7551819
1.126510432,65.31150332
3.462091149,157.6294582
9.797702942,1074.164559
1.806467884,86.33832503
4.82471838,277.4641281
2.237058834,66.4354314
5.056835309,330.7650078
0.006001085,17.40842963
8.57867725,783.0122863
9.881303471,1047.671797
9.80947992,1034.35827
3.870891596,180.6453064
4.067139847,237.6128018
4.817328442,257.2122254
4.130073362,211.0780715
3.678979368,189.6083116
5.739473977,402.8587653
3.826608538,207.0074569
1.547544993,56.83152422
6.635938567,517.2803798
5.074957727,279.4431382
6.513159189,495.2403265
2.215263042,119.4039273
0.245880824,44.42677487
9.111630496,934.6690501
0.706874117,63.11717907
4.869048635,304.2115413
2.208477705,71.71159184
6.671383764,494.173277
7.545365689,668.873123
7.020220412,581.7029896
